"taxon_names","status","min.age","max.age","site"
"Zygolophodon turicensis","extinct",7.1,8.2,1550
"Zygolophodon turicensis","extinct",7.1,8.2,205
"Zygolophodon turicensis","extinct",7.1,8.2,206
"Zygolophodon turicensis","extinct",6.7,7.8,855
"Zygolophodon turicensis","extinct",6.9,7.2,856
"Zygolophodon turicensis","extinct",6.9,7.2,1551
"Zygolophodon turicensis","extinct",16.4,17.2,218
"Zygolophodon turicensis","extinct",15.2,18,1552
"Zygolophodon turicensis","extinct",15.2,18,1553
"Zygolophodon turicensis","extinct",16.4,17.2,225
"Zygolophodon turicensis","extinct",16.4,17.2,1554
"Zygolophodon turicensis","extinct",14.2,16.4,232
"Zygolophodon turicensis","extinct",14.2,16.4,1555
"Zygolophodon turicensis","extinct",14.2,16.4,236
"Zygolophodon turicensis","extinct",14.2,16.4,242
"Zygolophodon turicensis","extinct",14.2,16.4,963
"Zygolophodon turicensis","extinct",14.2,16.4,251
"Zygolophodon turicensis","extinct",14.2,16.4,254
"Zygolophodon turicensis","extinct",14.2,16.4,255
"Zygolophodon turicensis","extinct",14.2,16.4,256
"Zygolophodon turicensis","extinct",14.2,16.4,257
"Zygolophodon turicensis","extinct",14.2,16.4,1556
"Zygolophodon turicensis","extinct",14.2,16.4,258
"Zygolophodon turicensis","extinct",14.2,16.4,1557
"Zygolophodon turicensis","extinct",12.85,14.2,1558
"Zygolophodon turicensis","extinct",12.85,14.2,967
"Zygolophodon turicensis","extinct",12.85,14.2,1559
"Zygolophodon turicensis","extinct",12.85,14.2,129
"Zygolophodon turicensis","extinct",12.85,14.2,1560
"Zygolophodon turicensis","extinct",12.85,14.2,1561
"Zygolophodon turicensis","extinct",11.2,14.2,1562
"Zygolophodon turicensis","extinct",12.85,14.2,1563
"Zygolophodon turicensis","extinct",12.85,14.2,131
"Zygolophodon turicensis","extinct",11.2,14.2,264
"Zygolophodon turicensis","extinct",13.5,14,1022
"Zygolophodon turicensis","extinct",11.2,12.85,135
"Zygolophodon turicensis","extinct",9.5,12.85,1564
"Zygolophodon turicensis","extinct",11.2,12.85,1565
"Zygolophodon turicensis","extinct",11.2,12.85,1566
"Zygolophodon turicensis","extinct",11.2,12.85,1567
"Zygolophodon turicensis","extinct",11.2,12.85,818
"Zygolophodon turicensis","extinct",11.2,12.85,152
"Zygolophodon turicensis","extinct",9.5,11.2,977
"Zygolophodon turicensis","extinct",9.5,11.2,175
"Zygolophodon turicensis","extinct",9.5,11.2,178
"Zygolophodon turicensis","extinct",9.5,11.2,181
"Zygolophodon turicensis","extinct",9.5,11.2,1568
"Zygolophodon turicensis","extinct",9.5,11.2,1023
"Zygolophodon turicensis","extinct",9,9.5,196
"Mammut americanum","extinct",1.8,4.9,1213
"Mammut americanum","extinct",1.8,4.9,1214
"Mammut americanum","extinct",1.8,4.9,1215
"Mammut americanum","extinct",1.8,4.9,1216
"Mammut americanum","extinct",1.8,4.9,1217
"Mammut americanum","extinct",1.8,4.9,1218
"Mammut americanum","extinct",1.8,4.9,1219
"Mammut americanum","extinct",1.8,4.9,1220
"Mammut americanum","extinct",0.3,1.8,1221
"Mammut americanum","extinct",0.3,1.8,1222
"Mammut americanum","extinct",0.3,1.8,1223
"Mammut americanum","extinct",0.3,1.8,1224
"Mammut americanum","extinct",0.3,1.8,1225
"Mammut americanum","extinct",0.3,1.8,1226
"Mammut americanum","extinct",0.3,1.8,1227
"Mammut americanum","extinct",0.3,1.8,1228
"Mammut americanum","extinct",0.3,1.8,1229
"Mammut americanum","extinct",0.3,1.8,1230
"Mammut americanum","extinct",0.3,1.8,1231
"Mammut americanum","extinct",0.3,1.8,1232
"Mammut americanum","extinct",0.3,1.8,1233
"Mammut americanum","extinct",0.3,1.8,1234
"Mammut americanum","extinct",0.3,1.8,1235
"Mammut americanum","extinct",0.3,1.8,1236
"Mammut americanum","extinct",0.126,0.781,425
"Mammut americanum","extinct",0.012,0.3,1237
"Mammut americanum","extinct",0.012,0.126,1238
"Mammut americanum","extinct",0.012,0.126,1239
"Mammut americanum","extinct",0.012,0.126,1240
"Mammut americanum","extinct",0.012,0.126,1241
"Mammut americanum","extinct",0.012,0.126,1242
"Mammut americanum","extinct",0.012,0.126,1243
"Mammut americanum","extinct",0.012,0.126,431
"Mammut americanum","extinct",0.012,0.126,1244
"Mammut americanum","extinct",0.012,0.126,1245
"Mammut americanum","extinct",0.012,0.126,1246
"Mammut americanum","extinct",0.012,0.126,432
"Mammut americanum","extinct",0.012,0.126,1247
"Mammut americanum","extinct",0.012,0.126,1248
"Mammut americanum","extinct",0.012,0.126,1249
"Mammut americanum","extinct",0.012,0.126,1250
"Mammut americanum","extinct",0.012,0.126,1251
"Mammut americanum","extinct",0.012,0.126,1252
"Mammut americanum","extinct",0.012,0.126,1253
"Mammut americanum","extinct",0.012,0.126,1254
"Mammut americanum","extinct",0.012,0.126,1255
"Mammut americanum","extinct",0.012,0.126,1256
"Mammut americanum","extinct",0.012,0.126,1257
"Mammut americanum","extinct",0.012,0.126,1258
"Mammut americanum","extinct",0.012,0.126,1259
"Mammut americanum","extinct",0.012,0.126,1260
"Mammut americanum","extinct",0.012,0.126,1261
"Mammut americanum","extinct",0.012,0.126,1262
"Mammut americanum","extinct",0.012,0.126,1263
"Mammut americanum","extinct",0.012,0.126,1264
"Mammut americanum","extinct",0.012,0.126,1265
"Mammut americanum","extinct",0.012,0.126,1266
"Mammut americanum","extinct",0.012,0.126,1267
"Mammut americanum","extinct",0.012,0.126,1268
"Mammut americanum","extinct",0.012,0.126,1269
"Mammut americanum","extinct",0.012,0.126,1270
"Mammut americanum","extinct",0.012,0.126,1271
"Mammut americanum","extinct",0.012,0.126,1272
"Mammut americanum","extinct",0.012,0.126,1273
"Mammut americanum","extinct",0.012,0.126,1274
"Mammut americanum","extinct",0.012,0.126,1275
"Mammut americanum","extinct",0.012,0.126,1276
"Mammut americanum","extinct",0.012,0.126,1277
"Mammut americanum","extinct",0.012,0.126,1278
"Mammut americanum","extinct",0.012,0.126,1279
"Mammut americanum","extinct",0.012,0.126,1280
"Mammut americanum","extinct",0.012,0.126,1281
"Mammut americanum","extinct",0.012,0.126,1282
"Mammut americanum","extinct",0.012,0.126,1283
"Mammut americanum","extinct",0.012,0.126,1284
"Mammut americanum","extinct",0.012,0.126,1285
"Mammut americanum","extinct",0.012,0.126,1286
"Mammut americanum","extinct",0.012,0.126,436
"Mammut americanum","extinct",0.012,0.126,1287
"Mammut americanum","extinct",0.012,0.126,1288
"Mammut americanum","extinct",0.012,0.126,1289
"Mammut americanum","extinct",0.012,0.126,1290
"Mammut americanum","extinct",0.012,0.126,1291
"Mammut americanum","extinct",0.012,0.126,1292
"Mammut americanum","extinct",0.012,0.126,1293
"Mammut americanum","extinct",0.012,0.126,1294
"Mammut americanum","extinct",0.012,0.126,1295
"Mammut americanum","extinct",0.012,0.126,1296
"Mammut americanum","extinct",0.012,0.126,1297
"Mammut americanum","extinct",0.012,0.126,1298
"Mammut americanum","extinct",0.012,0.126,1299
"Mammut americanum","extinct",0.012,0.126,1300
"Mammut americanum","extinct",0.012,0.126,1301
"Mammut americanum","extinct",0.012,0.126,1302
"Mammut americanum","extinct",0.012,0.126,438
"Mammut americanum","extinct",0.012,0.126,1303
"Mammut americanum","extinct",0.012,0.126,1304
"Mammut americanum","extinct",0.012,0.126,1305
"Mammut americanum","extinct",0.012,0.126,1306
"Mammut americanum","extinct",0.012,0.126,1307
"Mammut americanum","extinct",0.012,0.126,1308
"Mammut americanum","extinct",0.012,0.126,1309
"Mammut americanum","extinct",0.012,0.126,1310
"Mammut americanum","extinct",0.012,0.126,1311
"Mammut americanum","extinct",0.012,0.126,1312
"Mammut americanum","extinct",0.012,0.126,1313
"Mammut americanum","extinct",0.012,0.126,1314
"Mammut americanum","extinct",0.012,0.126,1315
"Mammut americanum","extinct",0.012,0.126,1316
"Mammut americanum","extinct",0.012,0.126,1317
"Mammut americanum","extinct",0.012,0.126,1318
"Mammut americanum","extinct",0.012,0.126,442
"Mammut americanum","extinct",0.012,0.126,1319
"Mammut americanum","extinct",0.012,0.126,1320
"Mammut americanum","extinct",0.012,0.126,1321
"Mammut americanum","extinct",0.012,0.126,1322
"Mammut americanum","extinct",0.012,0.126,1323
"Mammut americanum","extinct",0.012,0.126,1324
"Mammut americanum","extinct",0.012,0.126,1325
"Mammut americanum","extinct",0.012,0.126,1326
"Mammut americanum","extinct",0.012,0.126,1327
"Mammut americanum","extinct",0.012,0.126,1328
"Mammut americanum","extinct",0.012,0.126,1329
"Mammut americanum","extinct",0.012,0.126,1330
"Mammut americanum","extinct",0.012,0.126,1331
"Mammut americanum","extinct",0.012,0.126,1332
"Mammut americanum","extinct",0.012,0.126,1333
"Mammut americanum","extinct",0.012,0.126,1334
"Mammut americanum","extinct",0.012,0.126,1335
"Mammut americanum","extinct",0.012,0.126,1336
"Mammut americanum","extinct",0.012,0.126,1337
"Mammut americanum","extinct",0.012,0.126,1338
"Mammut americanum","extinct",0.012,0.126,1339
"Mammut americanum","extinct",0.012,0.126,1340
"Mammut americanum","extinct",0.012,0.126,1341
"Mammut americanum","extinct",0.012,0.126,1342
"Mammut americanum","extinct",0.012,0.126,1343
"Mammut americanum","extinct",0.012,0.126,1344
"Mammut americanum","extinct",0.012,0.126,1345
"Mammut americanum","extinct",0.012,0.126,1346
"Mammut americanum","extinct",0.012,0.126,1347
"Mammut americanum","extinct",0.012,0.126,1348
"Mammut americanum","extinct",0.012,0.126,1349
"Mammut americanum","extinct",0.012,0.126,1350
"Mammut americanum","extinct",0.012,0.126,1351
"Mammut americanum","extinct",0.012,0.126,1352
"Mammut americanum","extinct",0.012,0.126,1353
"Mammut americanum","extinct",0.012,0.126,1354
"Mammut americanum","extinct",0.012,0.126,1355
"Mammut americanum","extinct",0.012,0.126,1356
"Mammut americanum","extinct",0.012,0.126,1357
"Mammut americanum","extinct",0.012,0.126,1358
"Mammut americanum","extinct",0.012,0.126,446
"Mammut americanum","extinct",0.012,0.126,447
"Mammut americanum","extinct",0.012,0.126,1359
"Mammut americanum","extinct",0.012,0.126,1360
"Mammut americanum","extinct",0.012,0.126,1361
"Mammut americanum","extinct",0.012,0.126,1362
"Mammut americanum","extinct",0.012,0.126,1363
"Mammut americanum","extinct",0.012,0.126,448
"Mammut americanum","extinct",0.012,0.126,1364
"Mammut americanum","extinct",0.0117,0.126,1365
"Mammut americanum","extinct",0.012,0.126,1366
"Mammut americanum","extinct",0.012,0.126,1367
"Mammut americanum","extinct",0.012,0.126,1368
"Mammut americanum","extinct",0.012,0.126,1369
"Mammut americanum","extinct",0.012,0.126,1370
"Mammut americanum","extinct",0.012,0.126,1371
"Mammut americanum","extinct",0.012,0.126,1372
"Mammut americanum","extinct",0.012,0.126,1373
"Mammut americanum","extinct",0.012,0.126,1374
"Mammut americanum","extinct",0.012,0.126,1375
"Mammut americanum","extinct",0.012,0.126,1376
"Mammut americanum","extinct",0.012,0.126,1377
"Mammut americanum","extinct",0.012,0.126,1378
"Mammut americanum","extinct",0.012,0.126,1379
"Mammut americanum","extinct",0.012,0.126,1380
"Mammut americanum","extinct",0.012,0.126,1381
"Mammut americanum","extinct",0.012,0.126,1382
"Mammut americanum","extinct",0.012,0.126,1383
"Mammut americanum","extinct",0.012,0.126,1384
"Mammut americanum","extinct",0.012,0.126,1385
"Mammut americanum","extinct",0.012,0.126,1386
"Mammut americanum","extinct",0.012,0.126,1387
"Mammut americanum","extinct",0.012,0.126,1388
"Mammut americanum","extinct",0.012,0.126,1389
"Mammut americanum","extinct",0.012,0.126,1390
"Mammut americanum","extinct",0.012,0.126,1391
"Mammut americanum","extinct",0.012,0.126,1392
"Mammut americanum","extinct",0.012,0.126,453
"Mammut americanum","extinct",0.012,0.126,1393
"Mammut americanum","extinct",0.012,0.126,1394
"Mammut americanum","extinct",0.012,0.126,456
"Mammut americanum","extinct",0.012,0.126,1395
"Mammut americanum","extinct",0.012,0.126,1396
"Mammut americanum","extinct",0.012,0.126,1397
"Mammut americanum","extinct",0.012,0.126,1398
"Mammut americanum","extinct",0.012,0.126,1399
"Mammut americanum","extinct",0.012,0.126,1400
"Mammut americanum","extinct",0.012,0.126,460
"Mammut americanum","extinct",0.012,0.126,1401
"Mammut americanum","extinct",0.012,0.126,1402
"Mammut americanum","extinct",0.012,0.126,1403
"Mammut americanum","extinct",0.012,0.126,1404
"Mammut americanum","extinct",0.012,0.126,1405
"Mammut americanum","extinct",0.012,0.126,1406
"Mammut americanum","extinct",0.012,0.126,1407
"Mammut americanum","extinct",0.012,0.126,1408
"Mammut americanum","extinct",0.012,0.126,566
"Mammut americanum","extinct",0.012,0.126,1409
"Mammut americanum","extinct",0.012,0.126,1410
"Mammut americanum","extinct",0.012,0.126,1411
"Mammut americanum","extinct",0.012,0.126,1412
"Mammut americanum","extinct",0.012,0.126,1413
"Mammut americanum","extinct",0.012,0.126,1414
"Mammut americanum","extinct",0.012,0.126,1415
"Mammut americanum","extinct",0.012,0.126,1416
"Mammut americanum","extinct",0.012,0.126,464
"Mammut americanum","extinct",0.012,0.126,1417
"Mammut americanum","extinct",0.012,0.126,1418
"Mammut americanum","extinct",0.012,0.126,1419
"Mammut americanum","extinct",0.012,0.126,1420
"Mammut americanum","extinct",0.012,0.126,1421
"Mammut americanum","extinct",0.012,0.126,1422
"Mammut americanum","extinct",0.012,0.126,1423
"Mammut americanum","extinct",0.012,0.126,1424
"Mammut americanum","extinct",0.012,0.126,1425
"Mammut americanum","extinct",0.012,0.126,569
"Mammut americanum","extinct",0.012,0.126,1426
"Mammut americanum","extinct",0.012,0.126,1427
"Mammut americanum","extinct",0.012,0.126,1428
"Mammut americanum","extinct",0.012,0.126,1429
"Mammut americanum","extinct",0.012,0.126,1430
"Mammut americanum","extinct",0.012,0.126,1431
"Mammut americanum","extinct",0.012,0.126,1432
"Mammut americanum","extinct",0.012,0.126,1433
"Mammut americanum","extinct",0.012,0.126,1434
"Mammut americanum","extinct",0.012,0.126,1435
"Mammut americanum","extinct",0.012,0.126,1436
"Mammut americanum","extinct",0.012,0.126,1437
"Mammut americanum","extinct",0.012,0.126,1438
"Mammut americanum","extinct",0.012,0.126,1439
"Mammut americanum","extinct",0.012,0.126,1440
"Mammut americanum","extinct",0.012,0.126,1441
"Mammut americanum","extinct",0.012,0.126,1442
"Mammut americanum","extinct",0.012,0.126,1443
"Mammut americanum","extinct",0.012,0.126,1444
"Mammut americanum","extinct",0.012,0.126,1445
"Mammut americanum","extinct",0.012,0.126,1446
"Mammut americanum","extinct",0.012,0.126,1447
"Mammut americanum","extinct",0.012,0.126,1448
"Mammut americanum","extinct",0.012,0.126,1449
"Mammut americanum","extinct",0.012,0.126,1450
"Mammut americanum","extinct",0.012,0.126,1451
"Mammut americanum","extinct",0.012,0.126,468
"Mammut americanum","extinct",0.01,0.126,1452
"Mammut americanum","extinct",0.012,0.126,1453
"Mammut americanum","extinct",0.012,0.126,1454
"Mammut americanum","extinct",0.012,0.126,1455
"Mammut americanum","extinct",0.012,0.126,1456
"Mammut americanum","extinct",0.012,0.126,1457
"Mammut americanum","extinct",0.012,0.126,1458
"Mammut americanum","extinct",0.012,0.126,1459
"Mammut americanum","extinct",0.012,0.126,1460
"Mammut americanum","extinct",0.012,0.126,1461
"Mammut americanum","extinct",0.012,0.126,1462
"Mammut americanum","extinct",0.012,0.126,1463
"Mammut americanum","extinct",0.012,0.126,1464
"Mammut americanum","extinct",0.012,0.126,1465
"Mammut americanum","extinct",0.012,0.126,1466
"Mammut americanum","extinct",0.012,0.126,1467
"Mammut americanum","extinct",0.0117,0.126,1468
"Mammut americanum","extinct",0.012,0.126,1469
"Mammut americanum","extinct",0.012,0.126,1470
"Mammut americanum","extinct",0.012,0.126,1471
"Mammut americanum","extinct",0.012,0.126,1472
"Mammut americanum","extinct",0.012,0.126,1473
"Mammut americanum","extinct",0.012,0.126,1474
"Mammut americanum","extinct",0.012,0.126,1475
"Mammut americanum","extinct",0.012,0.126,1476
"Mammut americanum","extinct",0.012,0.126,1477
"Mammut americanum","extinct",0.012,0.126,1478
"Mammut americanum","extinct",0.01,0.126,1479
"Mammut americanum","extinct",0.012,0.126,1480
"Mammut americanum","extinct",0.012,0.126,1481
"Mammut americanum","extinct",0.012,0.126,1482
"Mammut americanum","extinct",0.012,0.126,1483
"Mammut americanum","extinct",0.01,0.126,1484
"Mammut americanum","extinct",0.012,0.126,1485
"Mammut americanum","extinct",0.012,0.126,1486
"Mammut americanum","extinct",0.012,0.126,1487
"Mammut americanum","extinct",0.012,0.126,1488
"Mammut americanum","extinct",0.012,0.126,1489
"Mammut americanum","extinct",0.012,0.126,1490
"Mammut americanum","extinct",0.012,0.126,1491
"Mammut americanum","extinct",0.012,0.126,474
"Mammut americanum","extinct",0.012,0.126,1492
"Mammut americanum","extinct",0.012,0.126,1493
"Mammut americanum","extinct",0.012,0.126,1494
"Mammut americanum","extinct",0.012,0.126,1495
"Mammut americanum","extinct",0.012,0.126,1496
"Mammut americanum","extinct",0.012,0.126,1497
"Mammut americanum","extinct",0.012,0.126,1498
"Mammut americanum","extinct",0.012,0.126,476
"Mammut americanum","extinct",0.012,0.126,1499
"Mammut americanum","extinct",0.012,0.126,1500
"Mammut americanum","extinct",0.012,0.126,1501
"Mammut americanum","extinct",0.012,0.126,1502
"Mammut americanum","extinct",0.012,0.126,1503
"Mammut americanum","extinct",0.012,0.126,1504
"Mammut americanum","extinct",0.012,0.126,1505
"Mammut americanum","extinct",0.012,0.126,1506
"Mammut americanum","extinct",0,0.012,1507
"Miomastodon proavus","extinct",14.8,16,1538
"Miomastodon proavus","extinct",12.5,14.8,1539
"Miomastodon proavus","extinct",12.5,14.8,1540
