species,region,Site,maximum age,minimum age,family,Notes on earliest occurrences
Tetralophodon longirostris,Western Europe,Orignac_siteSet_1,"9,5",9,Gomphotheriidae,
Tetralophodon longirostris,Eastern Europe,Poksheshty_siteSet_1,"9,5",9,Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Ravin des Zouaves 1_siteSet_1,"9,5",9,Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Respopeny_siteSet_1,"9,5",9,Deinotheriidae,
Tetralophodon longirostris,Western Europe,Schernham b. Haag_siteSet_1,"9,5",9,Gomphotheriidae,
Deinotherium giganteum,Western Europe,Soblay_siteSet_1,"9,5",9,Deinotheriidae,
Tetralophodon longirostris,Western Europe,Soblay_siteSet_1,"9,5",9,Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Soblay_siteSet_1,"9,5",9,Mammutidae,
Deinotherium giganteum,Western Europe,Stratzing_siteSet_1,"9,5",9,Deinotheriidae,
Deinotherium giganteum,Southern Europe,Terrassa_siteSet_1,"9,5",9,Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Terrassa_siteSet_1,"9,5",9,Gomphotheriidae,
Choerolophodon pentelici,Eastern Europe,Tiraspol (Kolkotova Balka)_siteSet_1,"9,5",9,Gomphotheriidae,
Choerolophodon anatolicus,Western Asia,Yulafli (CY)_siteSet_1,"9,5",9,Gomphotheriidae,
Deinotherium giganteum,Western Asia,Yulafli (CY)_siteSet_1,"9,5",9,Deinotheriidae,
Konobelodon atticus,Western Asia,Yulafli (CY)_siteSet_1,"9,5",9,Gomphotheriidae,
Tetralophodon longirostris,Western Asia,Yulafli (CY)_siteSet_1,"9,5",9,Gomphotheriidae,
Gomphotherium productum,Northern America,"UCMP V-3310, Black Hawk Ranch_siteSet_1","9,5",9,Gomphotheriidae,
Konobelodon robustus,Eastern Asia,Houshan (LX200008) - Liushu Fm_siteSet_1,"9,5",9,Gomphotheriidae,
Tetralophodon euryrostris,Eastern Asia,Linxia Basin (locality unknown)_siteSet_1,"9,5",9,Gomphotheriidae,
Konobelodon robustus,Eastern Asia,Niugou( LX200204) Liushu Fm_siteSet_1,"9,5",9,Gomphotheriidae,
Konobelodon robustus,Eastern Asia,Panyang (LX200037) - Liushu Fm_siteSet_1,"9,5",9,Gomphotheriidae,
Konobelodon robustus,Eastern Asia,Shanzhuang (LX200027) - Liushu Fm_siteSet_1,"9,5",9,Gomphotheriidae,
Konobelodon robustus,Eastern Asia,Shuanggongbei (LX200009) - Liushu Fm_siteSet_1,"9,5",9,Gomphotheriidae,
Konobelodon robustus,Eastern Asia,Sigou( LX200007) - Liushu Fm_siteSet_1,"9,5",9,Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Xirochori 1 (XIR)_siteSet_1,"9,491","9,428",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,La Tarumba I_siteSet_1,"9,428","9,149",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,La Tarumba I_siteSet_1,"9,428","9,149",Gomphotheriidae,
Choerolophodon anatolicus,Western Asia,Sinap 83_siteSet_1,"9,428","9,149",Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Ravin de la Pluie (RPL)_siteSet_1,"9,149","9,069",Gomphotheriidae,
Choerolophodon anatolicus,Western Asia,Sinap 49_siteSet_1,"9,149","9,069",Gomphotheriidae,
Deinotherium giganteum,Western Asia,Sinap 49_siteSet_1,"9,149","9,069",Deinotheriidae,
Choerolophodon pentelici,Western Asia,Bala Yaylaköy_siteSet_1,9,"8,2",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Batakcesme_siteSet_1,9,"7,1",Gomphotheriidae,
Rhynchotherium tlascalae,Central America,Central America CA10_siteSet_1,9,"7,6",Gomphotheriidae,
Rhynchotherium tlascalae,Central America,Central America CA9_siteSet_1,9,"7,6",Gomphotheriidae,
Torynobelodon loomisi,Northern America,Central Great Plains CP116II_siteSet_1,9,"4,9",Gomphotheriidae,
Amebelodon floridanus,Northern America,Central Great Plains CP123C_siteSet_1,9,"7,6",Gomphotheriidae,
Gnathabelodon thorpei,Northern America,Central Great Plains CP123C_siteSet_1,9,"7,6",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Corakyerler_siteSet_1,9,"7,1",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Crevillente 2_siteSet_1,9,"8,2",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Crevillente 2_siteSet_1,9,"8,2",Gomphotheriidae,
Anancus lehmanni,Western Europe,Dorn Dürkheim 1_siteSet_1,9,"8,2",Gomphotheriidae,
Anancus lehmanni,Western Europe,Dorn Dürkheim 1_siteSet_1,9,"8,2",Gomphotheriidae,
Tetralophodon longirostris,Western Europe,Dorn Dürkheim 1_siteSet_1,9,"8,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Eichkogel_siteSet_1,9,"8,2",Deinotheriidae,
Tetralophodon longirostris,Western Asia,Eldari II & III_siteSet_1,9,"8,075",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Eminova_siteSet_1,9,"8,2",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Garkin_siteSet_1,9,"8,2",Gomphotheriidae,
Anancus sinensis,Eastern Asia,Guide-heerjia_siteSet_1,9,"5,3",Gomphotheriidae,
Konobelodon britti,Northern America,Gulf Coast GC10D_siteSet_1,9,"7,6",Gomphotheriidae,
Amebelodon floridanus,Northern America,Gulf Coast GC11B_siteSet_1,9,"7,6",Gomphotheriidae,
Amebelodon floridanus,Northern America,Gulf Coast GC11D_siteSet_1,9,"6,8",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Hayranli Main Bed_siteSet_1,9,"7,1",Gomphotheriidae,
Paratetralophodon hasnotensis,Eastern Asia,Huachi_siteSet_1,9,"5,3",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Injana_siteSet_1,9,"8,2",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Karatchok Dagh_siteSet_1,9,"5,3",Gomphotheriidae,
Deinotherium proavum,Western Asia,Kayadibi_siteSet_1,9,"8,2",Deinotheriidae,
Choerolophodon pentelici,Western Asia,Kemiklitepe 1:2_siteSet_1,9,"7,1",Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,Kerassia 4_siteSet_1,9,"7,1",Gomphotheriidae,
Choerolophodon pentelici,Eastern Europe,Kocherinovo 2_siteSet_1,9,"8,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Kohfidisch_siteSet_1,9,"8,2",Deinotheriidae,
Choerolophodon pentelici,Western Asia,Küçükçekmece_siteSet_1,9,"8,2",Gomphotheriidae,
Choerolophodon pentelici,Southern Asia,Maragheh_siteSet_1,9,"7,1",Gomphotheriidae,
Deinotherium giganteum,Southern Asia,Maragheh_siteSet_1,9,"7,1",Deinotheriidae,
Tetralophodon longirostris,Northern Africa,Melka el Ouidane_siteSet_1,9,"5,3",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Morskaya 2_siteSet_1,9,"5,3",Mammutidae,
Choerolophodon pentelici,Southern Europe,Nikiti 2 (NIK)_siteSet_1,9,"8,2",Gomphotheriidae,
Amebelodon fricki,Northern America,Northern Great Plains NP45_siteSet_1,9,"7,6",Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Novo-Elizavetovka_siteSet_1,9,"7,1",Deinotheriidae,
Tetralophodon longirostris,Eastern Europe,Novo-Elizavetovka_siteSet_1,9,"7,1",Gomphotheriidae,
Zygolophodon turicensis,Eastern Europe,Novo-Elizavetovka_siteSet_1,9,"7,1",Mammutidae,
Deinotherium giganteum,Southern Europe,Piera_siteSet_1,9,"8,2",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Piera_siteSet_1,9,"8,2",Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,Puente Minero_siteSet_1,9,"8,2",Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Pyrgos Vassilissis_siteSet_1,9,"7,1",Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Ravin Ar._siteSet_1,9,"5,3",Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Ravin des Zouaves 5_siteSet_1,9,"8,2",Gomphotheriidae,
Zygolophodon turicensis,Southern Europe,Ravin des Zouaves 5_siteSet_1,9,"8,2",Mammutidae,
Choerolophodon pentelici,Western Asia,Rustavi_siteSet_1,9,"5,3",Gomphotheriidae,
Stegotetrabelodon syrticus,Western Asia,Ruwais_siteSet_1,9,"5,3",Elephantidae,
Choerolophodon pentelici,Western Asia,Sabuncubaglari 1_siteSet_1,9,"8,2",Gomphotheriidae,
Paratetralophodon hasnotensis,Southern Asia,Siwaliks B0016_siteSet_1,9,"5,3",Gomphotheriidae,
Amebelodon fricki,Northern America,Southern Great Plains SP1C_siteSet_1,9,"7,6",Gomphotheriidae,
Gomphotherium wimani,Eastern Asia,Yushe_siteSet_1,9,"5,3",Gomphotheriidae,
Paratetralophodon exoletus,Eastern Asia,Yushe_siteSet_1,9,"5,3",Gomphotheriidae,
Prodeinotherium bavaricum,Eastern Europe,Kalimanci 1_siteSet_1,9,"8,2",Deinotheriidae,
Deinotherium proavum,Western Europe,Dorn Dürkheim 1_siteSet_1,9,"8,2",Deinotheriidae,
Sinomammut tobieni,Eastern Asia,Yanghecun (above Xihanshui group)_siteSet_1,9,"5,3",Mammutidae,
Choerolophodon pentelici,Southern Asia,Lower Maragheh_siteSet_1,"8,96","8,16",Gomphotheriidae,
Deinotherium giganteum,Western Asia,Udabno I_siteSet_1,"8,861","8,529",Deinotheriidae,
Deinotherium giganteum,Southern Asia,Abkhare_siteSet_1,"8,2","7,1",Deinotheriidae,
Choerolophodon pentelici,Western Asia,Akkasdagi_siteSet_1,"8,2","7,1",Gomphotheriidae,
Konobelodon atticus,Western Asia,Akkasdagi_siteSet_1,"8,2","7,1",Gomphotheriidae,
Anancus lehmanni,Southern Europe,Alfacar_siteSet_1,"8,2","7,1",Gomphotheriidae,
Deinotherium proavum,Eastern Europe,Baltavar_siteSet_1,"8,2","7,1",Deinotheriidae,
Mammut borsoni,Eastern Europe,Baltavar_siteSet_1,"8,2","7,1",Mammutidae,
Tetralophodon longirostris,Eastern Europe,Baltavar_siteSet_1,"8,2","7,1",Gomphotheriidae,
Konobelodon atticus,Western Asia,Baynunah_siteSet_1,"8,2","7,1",Gomphotheriidae,
Stegotetrabelodon syrticus,Western Asia,Baynunah_siteSet_1,"8,2","7,1",Elephantidae,
Anancus lehmanni,Southern Europe,Cerro de la Garita_siteSet_1,"8,2","7,1",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Cerro de la Garita_siteSet_1,"8,2","7,1",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Cerro de la Garita_siteSet_1,"8,2","7,1",Gomphotheriidae,
Zygolophodon turicensis,Southern Europe,Cerro de la Garita_siteSet_1,"8,2","7,1",Mammutidae,
Deinotherium giganteum,Eastern Europe,Chimishlija (Cimislia)_siteSet_1,"8,2","7,1",Deinotheriidae,
Mammut borsoni,Eastern Europe,Chimishlija (Cimislia)_siteSet_1,"8,2","7,1",Mammutidae,
Tetralophodon longirostris,Eastern Europe,Chimishlija (Cimislia)_siteSet_1,"8,2","7,1",Gomphotheriidae,
Zygolophodon turicensis,Eastern Europe,Chimishlija (Cimislia)_siteSet_1,"8,2","7,1",Mammutidae,
Choerolophodon pentelici,Southern Europe,Chomateres_siteSet_1,"8,2","7,1",Gomphotheriidae,
Anancus lehmanni,Southern Europe,Concud_siteSet_1,"8,2","7,1",Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,Concud_siteSet_1,"8,2","7,1",Gomphotheriidae,
Zygolophodon turicensis,Southern Europe,Concud_siteSet_1,"8,2","7,1",Mammutidae,
Zygolophodon turicensis,Southern Europe,Concud 2_siteSet_1,"8,2","7,1",Mammutidae,
Deinotherium giganteum,Southern Europe,Crevillente 15_siteSet_1,"8,2","7,1",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Crevillente 16_siteSet_1,"8,2","7,1",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Duzyayla_siteSet_1,"8,2","7,1",Gomphotheriidae,
Deinotherium giganteum,Western Asia,Duzyayla_siteSet_1,"8,2","7,1",Deinotheriidae,
Choerolophodon pentelici,Western Asia,Gülpinar_siteSet_1,"8,2","7,1",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Gülpinar 3_siteSet_1,"8,2","7,1",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Gura-Galben_siteSet_1,"8,2","7,1",Mammutidae,
Mammut borsoni,Eastern Europe,Hadjidimovo-1_siteSet_1,"8,2","7,1",Mammutidae,
Choerolophodon pentelici,Southern Europe,Halmyropotamos (HAL)_siteSet_1,"8,2","7,1",Gomphotheriidae,
Deinotherium proavum,Southern Europe,Halmyropotamos (HAL)_siteSet_1,"8,2","7,1",Deinotheriidae,
Stegotetrabelodon syrticus,Western Asia,Hamra_siteSet_1,"8,2","5,3",Elephantidae,
Deinotherium giganteum,Southern Asia,Ivand_siteSet_1,"8,2","7,1",Deinotheriidae,
Stegotetrabelodon syrticus,Western Asia,Jebel Dhannah_siteSet_1,"8,2","5,3",Elephantidae,
Stegotetrabelodon syrticus,Western Asia,Kihal_siteSet_1,"8,2","5,3",Elephantidae,
Mammut borsoni,Eastern Europe,Kishinev (Ginkulov monastry)_siteSet_1,"8,2","7,1",Mammutidae,
Gomphotherium angustidens,Southern Europe,Las Pedrizas_siteSet_1,"8,2","7,1",Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,Los Mansuetos_siteSet_1,"8,2","7,1",Gomphotheriidae,
Miomastodon gobiensis,Eastern Asia,Lufeng-shihuiba_siteSet_1,"8,2","7,1",Mammutidae,
Paratetralophodon exoletus,Eastern Asia,Lufeng-shihuiba_siteSet_1,"8,2","7,1",Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,Masada del Valle 2_siteSet_1,"8,2","7,1",Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Pikermi_siteSet_1,"8,2","7,1",Gomphotheriidae,
Deinotherium proavum,Southern Europe,Pikermi_siteSet_1,"8,2","7,1",Deinotheriidae,
Konobelodon atticus,Southern Europe,Pikermi_siteSet_1,"8,2","7,1",Gomphotheriidae,
Zygolophodon turicensis,Southern Europe,Pikermi_siteSet_1,"8,2","7,1",Mammutidae,
Choerolophodon pentelici,Southern Europe,Pikermi-MNHN (PIK)_siteSet_1,"8,2","7,1",Gomphotheriidae,
Deinotherium proavum,Southern Europe,Pikermi-MNHN (PIK)_siteSet_1,"8,2","7,1",Deinotheriidae,
Konobelodon atticus,Southern Europe,Pikermi-MNHN (PIK)_siteSet_1,"8,2","7,1",Gomphotheriidae,
Zygolophodon turicensis,Southern Europe,Pikermi-MNHN (PIK)_siteSet_1,"8,2","7,1",Mammutidae,
Deinotherium giganteum,Eastern Europe,Polgardi_siteSet_1,"8,2","5,3",Deinotheriidae,
Choerolophodon pentelici,Southern Europe,Prochoma_siteSet_1,"8,2","7,1",Gomphotheriidae,
Stegotetrabelodon syrticus,Western Asia,Ras Dubayah_siteSet_1,"8,2","5,3",Elephantidae,
Choerolophodon pentelici,Southern Europe,Ravin X_siteSet_1,"8,2","7,1",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Sandikli Kinik_siteSet_1,"8,2","5,3",Gomphotheriidae,
Stegotetrabelodon syrticus,Western Asia,Shuwaihat_siteSet_1,"8,2","5,3",Elephantidae,
Deinotherium giganteum,Eastern Europe,Taraklia_siteSet_1,"8,2","7,1",Deinotheriidae,
Tetralophodon longirostris,Eastern Europe,Taraklia_siteSet_1,"8,2","7,1",Gomphotheriidae,
Zygolophodon turicensis,Eastern Europe,Taraklia_siteSet_1,"8,2","7,1",Mammutidae,
Choerolophodon pentelici,Southern Europe,Titov Veles_siteSet_1,"8,2","5,3",Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Vathylakkos 2 (VTK)_siteSet_1,"8,2","7,1",Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Vathylakkos 3 (VAT)_siteSet_1,"8,2","7,1",Gomphotheriidae,
Choerolophodon pentelici,Southern Asia,Middle Maragheh_siteSet_1,"8,16","7,9",Gomphotheriidae,
Choerolophodon pentelici,Southern Asia,Maragheh (MMTT 13)_siteSet_1,"7,9","7,4",Gomphotheriidae,
Choerolophodon pentelici,Southern Asia,Maragheh (MMTT 37)_siteSet_1,"7,9","7,4",Gomphotheriidae,
Choerolophodon pentelici,Southern Asia,Upper Maragheh_siteSet_1,"7,9","7,4",Gomphotheriidae,
Deinotherium giganteum,Southern Asia,Upper Maragheh_siteSet_1,"7,9","7,4",Deinotheriidae,
Choerolophodon pentelici,Southern Europe,Samos_siteSet_1,"7,8","6,7",Gomphotheriidae,
Zygolophodon turicensis,Southern Europe,Samos_siteSet_1,"7,8","6,7",Mammutidae,
Amebelodon fricki,Northern America,Central Great Plains CP116D_siteSet_1,"7,6","6,8",Gomphotheriidae,
Torynobelodon loomisi,Northern America,Central Great Plains CP126_siteSet_1,"7,6","6,8",Gomphotheriidae,
Amebelodon floridanus,Northern America,Central Great Plains CP78_siteSet_1,"7,6","6,8",Gomphotheriidae,
Amebelodon fricki,Northern America,Central Great Plains CP78_siteSet_1,"7,6","6,8",Gomphotheriidae,
Konobelodon britti,Northern America,Gulf Coast GC11C_siteSet_1,"7,6","6,8",Gomphotheriidae,
Torynobelodon loomisi,Northern America,Gulf Coast GC12IIA_siteSet_1,"7,6","6,8",Gomphotheriidae,
Konobelodon britti,Northern America,Southern Great Basin SB34V_siteSet_1,"7,6","6,8",Gomphotheriidae,
Amebelodon fricki,Northern America,Southern Great Plains SP3A_siteSet_1,"7,6","6,8",Gomphotheriidae,
Anancus kenyensis,Eastern Africa,Lower Nawata (Lothagam)_siteSet_1,"7,44","6,54",Gomphotheriidae,
Deinotherium bozasi,Eastern Africa,Lower Nawata (Lothagam)_siteSet_1,"7,44","6,54",Deinotheriidae,
Primelephas korotorensis,Eastern Africa,Lower Nawata (Lothagam)_siteSet_1,"7,44","6,54",Elephantidae,
Deinotherium giganteum,Western Europe,Puy Courny_siteSet_1,"7,44","6,48",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Puy Courny_siteSet_1,"7,44","6,48",Gomphotheriidae,
Stegotetrabelodon orbus,Eastern Africa,Lothagam-Lower Nawata Mb._siteSet_1,"7,44","6,54",Elephantidae,
Stegodon zdanskyi,Eastern Asia,Xili_siteSet_1,"7,2","5,3",Stegodontidae,
Choerolophodon pentelici,Southern Europe,Samos (A-1)_siteSet_1,"7,2","6,9",Gomphotheriidae,
Deinotherium proavum,Southern Europe,Samos (A-1)_siteSet_1,"7,2","6,9",Deinotheriidae,
Choerolophodon pentelici,Southern Europe,Samos Main Bone Beds_siteSet_1,"7,2","6,9",Gomphotheriidae,
Deinotherium proavum,Southern Europe,Samos Main Bone Beds_siteSet_1,"7,2","6,9",Deinotheriidae,
Konobelodon atticus,Southern Europe,Samos Main Bone Beds_siteSet_1,"7,2","6,9",Gomphotheriidae,
Mammut obliquelophus,Southern Europe,Samos Main Bone Beds_siteSet_1,"7,2","6,9",Mammutidae,
Choerolophodon pentelici,Southern Europe,Samos (DMAS)_siteSet_1,"7,2","6,9",Gomphotheriidae,
Zygolophodon turicensis,Southern Europe,Samos (DMAS)_siteSet_1,"7,2","6,9",Mammutidae,
Zygolophodon turicensis,Southern Europe,Mytilinii 1A_siteSet_1,"7,2","6,9",Mammutidae,
Choerolophodon pentelici,Southern Europe,Mytilinii 1B_siteSet_1,"7,2","6,9",Gomphotheriidae,
Anancus kenyensis,Eastern Africa,Albertine 1_siteSet_1,"7,1","5,3",Gomphotheriidae,
Mammuthus subplanifrons,Eastern Africa,Albertine 1_siteSet_1,"7,1","5,3",Elephantidae,
Stegodon kaisensis,Eastern Africa,Albertine 1_siteSet_1,"7,1","5,3",Stegodontidae,
Stegodon kaisensis,Eastern Africa,Albertine 11_siteSet_1,"7,1","5,3",Stegodontidae,
Primelephas korotorensis,Eastern Africa,Albertine 7_siteSet_1,"7,1","5,3",Elephantidae,
Konobelodon atticus,Western Asia,Amasya 2_siteSet_1,"7,1","5,3",Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Ananjev_siteSet_1,"7,1","5,3",Deinotheriidae,
Mammut borsoni,Eastern Europe,Ananjev_siteSet_1,"7,1","5,3",Mammutidae,
Tetralophodon longirostris,Southern Europe,Arquillo 1_siteSet_1,"7,1","5,3",Gomphotheriidae,
Mammut obliquelophus,Southern Europe,Arquillo 1_siteSet_1,"7,1","5,3",Mammutidae,
Choerolophodon pentelici,Southern Europe,Dytiko 1 (DTK)_siteSet_1,"7,1","5,3",Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Dytiko 2 (DIT)_siteSet_1,"7,1","5,3",Gomphotheriidae,
Choerolophodon pentelici,Southern Europe,Dytiko 3 (DKO)_siteSet_1,"7,1","5,3",Gomphotheriidae,
Mammut obliquelophus,Southern Europe,Gravitelli_siteSet_1,"7,1","5,3",Mammutidae,
Anancus arvernensis,Western Asia,Halevik_siteSet_1,"7,1","4,2",Gomphotheriidae,
Anancus kenyensis,Eastern Africa,Horizon Indet (Lothagam)_siteSet_1,"7,1","2,6",Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Krivaja Balka_siteSet_1,"7,1","5,4",Deinotheriidae,
Mammut borsoni,Eastern Europe,Krivaja Balka_siteSet_1,"7,1","5,4",Mammutidae,
Tetralophodon longirostris,Southern Europe,Las Casiones_siteSet_1,"7,1","5,3",Gomphotheriidae,
Mammut obliquelophus,Southern Europe,Las Casiones_siteSet_1,"7,1","5,3",Mammutidae,
Choerolophodon pentelici,Southern Europe,Maramena_siteSet_1,"7,1","4,2",Gomphotheriidae,
Mammut obliquelophus,Northern Africa,Menacer_siteSet_1,"7,1","5,3",Mammutidae,
Paratetralophodon exoletus,Eastern Asia,Pao-Te-Lok.110_siteSet_1,"7,1","5,3",Gomphotheriidae,
Paratetralophodon exoletus,Eastern Asia,Pao-Te-Lok.43_siteSet_1,"7,1","5,3",Gomphotheriidae,
Mammut obliquelophus,Eastern Asia,Pao-Te-Lok.49_siteSet_1,"7,1","5,3",Mammutidae,
Konobelodon cyrenaicus,Northern Africa,Sahabi_siteSet_1,"7,1","5,3",Gomphotheriidae,
Stegotetrabelodon syrticus,Northern Africa,Sahabi_siteSet_1,"7,1","5,3",Elephantidae,
Stegolophodon stegodontoides,South-Eastern Asia,Tha Chang 2_siteSet_1,"7,1","5,3",Stegodontidae,
Anancus arvernensis,Eastern Europe,Vel'ké Bielice_siteSet_1,"7,1","5,3",Gomphotheriidae,
Mammut borsoni,Eastern Europe,Vel'ké Bielice_siteSet_1,"7,1","5,3",Mammutidae,
Anancus arvernensis,Southern Europe,Venta del Moro_siteSet_1,"7,1","5,3",Gomphotheriidae,
Anancus osiris,Northern Africa,Wadi Natrun_siteSet_1,"7,1","5,3",Gomphotheriidae,
Deinotherium bozasi,Northern Africa,Wadi Natrun_siteSet_1,"7,1","5,3",Deinotheriidae,
Anancus petrocchii,Northern Africa,Sahabi_siteSet_1,"7,1","5,3",Gomphotheriidae,
Choerolophodon pentelici,Eastern Europe,Azmaka 1-4_siteSet_1,7,7,Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Azmaka 1-4_siteSet_1,7,7,Deinotheriidae,
Konobelodon atticus,Eastern Europe,Azmaka 1-4_siteSet_1,7,7,Gomphotheriidae,
Anancus kenyensis,Eastern Africa,Mpesida_siteSet_1,7,6,Gomphotheriidae,
Stegodon kaisensis,Eastern Africa,Mpesida_siteSet_1,7,6,Stegodontidae,
Anancus lehmanni,Eastern Europe,Azmaka 1-4_siteSet_1,7,7,Gomphotheriidae,
Konobelodon britti,Northern America,Central Great Plains CP123D_siteSet_1,"6,8","5,9",Gomphotheriidae,
Rhynchotherium tlascalae,Central America,Southern Great Basin SB56_siteSet_1,"6,8","5,9",Gomphotheriidae,
Konobelodon britti,Northern America,Southern Great Plains SP1D_siteSet_1,"6,8","5,9",Gomphotheriidae,
Anancus kenyensis,Eastern Africa,Upper Nawata (Lothagam)_siteSet_1,"6,54","5,3",Gomphotheriidae,
Deinotherium bozasi,Eastern Africa,Upper Nawata (Lothagam)_siteSet_1,"6,54","5,3",Deinotheriidae,
Primelephas korotorensis,Eastern Africa,Upper Nawata (Lothagam)_siteSet_1,"6,54","5,3",Elephantidae,
Stegotetrabelodon orbus,Eastern Africa,Lothagam-Upper Nawata Mb_siteSet_1,"6,54","5,3",Elephantidae,
Sinomastodon praeintermedius,Eastern Asia,Shuitangba_siteSet_1,"6,5",6,Gomphotheriidae,
