species,region,Site,maximum age,minimum age,family,Notes on earliest occurrences
Deinotherium giganteum,Western Europe,Coueilles (Baguent)_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Coueilles (Baguent)_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Coueilles (Rte de Riolas)_siteSet_1,"12,85","11,2",Deinotheriidae,
Deinotherium giganteum,Eastern Europe,Edeleny_siteSet_1,"12,85","9,5",Deinotheriidae,
Gomphotherium angustidens,Western Europe,En Péjouan_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Escanecrabe_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Giggenhausen_siteSet_1,"12,85","9,5",Gomphotheriidae,
Gomphotherium steinheimense,Western Europe,Giggenhausen_siteSet_1,"12,85","9,5",Gomphotheriidae,
Gomphotherium steinheimense,Western Europe,Grosslappen (Flinz)_siteSet_1,"12,85","9,5",Gomphotheriidae,
Gomphotherium steinheimense,Western Europe,Gweng bei Mühldorf_siteSet_1,"12,85","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Hachan_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Hachan_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Hostalets de Pierola Inferior_siteSet_1,"12,85","11,2",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Hostalets de Pierola Inferior_siteSet_1,"12,85","11,2",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,La Ciesma 1_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,La Cisterniga_siteSet_1,"12,85","11,2",Deinotheriidae,
Deinotherium giganteum,Western Europe,La Grive L3_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium angustidens,Western Europe,La Grive L3_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,La Grive L5_siteSet_1,"12,85","11,2",Deinotheriidae,
Zygolophodon turicensis,Western Europe,La Grive M_siteSet_1,"12,85","11,2",Mammutidae,
Gomphotherium angustidens,Western Europe,La Grive PB A_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,La Grive PB J_siteSet_1,"12,85","11,2",Deinotheriidae,
Deinotherium giganteum,Western Europe,La Grive St. Alban_siteSet_1,"12,85","11,2",Deinotheriidae,
Platybelodon danovi,Eastern Asia,Lintong-lengshuigou_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Lussan-Adeilhac_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Lussan-Adeilhac_siteSet_1,"12,85","11,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Malartic_siteSet_1,"12,85","11,2",Mammutidae,
Deinotherium giganteum,Western Europe,Mannersdorf_siteSet_1,"12,85","11,2",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Mannersdorf_siteSet_1,"12,85","11,2",Gomphotheriidae,
Gomphotherium steinheimense,Western Europe,Markt Indersdorf_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Massenhausen_siteSet_1,"12,85","9,5",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Massenhausen_siteSet_1,"12,85","9,5",Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Minisu de Sus_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium angustidens,Eastern Europe,Minisu de Sus_siteSet_1,"12,85","11,2",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Mondavezan_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Nogaro_siteSet_1,"12,85","11,2",Deinotheriidae,
Zygolophodon turicensis,Eastern Europe,Novaky (Mine Mier)_siteSet_1,"12,85","11,2",Mammutidae,
Deinotherium giganteum,Western Europe,Péguilhan_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Péguilhan_siteSet_1,"12,85","11,2",Gomphotheriidae,
Archaeobelodon filholi,Western Europe,Poudenas-Cayron_siteSet_1,"12,85","11,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Poudenas-Cayron_siteSet_1,"12,85","11,2",Mammutidae,
Deinotherium giganteum,Western Europe,Saint-Gaudens (Les Pujaments)_siteSet_1,"12,85","11,2",Deinotheriidae,
Deinotherium giganteum,Western Europe,Saint-Gaudens (Valentine)_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Saint-Gaudens (Valentine)_siteSet_1,"12,85","11,2",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Saint-Gaudens (Valentine)_siteSet_1,"12,85","11,2",Mammutidae,
Deinotherium giganteum,Western Europe,Saman_siteSet_1,"12,85","11,2",Deinotheriidae,
Deinotherium giganteum,Western Europe,Samouillan_siteSet_1,"12,85","11,2",Deinotheriidae,
Deinotherium giganteum,Southern Europe,Sant Quirze_siteSet_1,"12,85","11,2",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Sant Quirze_siteSet_1,"12,85","11,2",Gomphotheriidae,
Gomphotherium angustidens,Western Asia,Saricay_siteSet_1,"12,85","11,2",Gomphotheriidae,
Anancus arvernensis,Southern Europe,Serbian lake_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Serbian lake_siteSet_1,"12,85","11,2",Deinotheriidae,
Zygolophodon turicensis,Southern Europe,Serbian lake_siteSet_1,"12,85","11,2",Mammutidae,
Choerolophodon pentelici,Western Asia,Sofca_siteSet_1,"12,85","11,2",Gomphotheriidae,
Protanancus chinjiensis,South-Eastern Asia,Tha Chang 1_siteSet_1,"12,85","11,2",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Toril 3A_siteSet_1,"12,85","11,2",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Toril 3B_siteSet_1,"12,85","11,2",Gomphotheriidae,
Platybelodon grangeri,Eastern Asia,Tunggur- DA_siteSet_1,"12,85","11,2",Gomphotheriidae,
Platybelodon grangeri,Eastern Asia,Tunggur- HU_siteSet_1,"12,85","11,2",Gomphotheriidae,
Platybelodon grangeri,Eastern Asia,Tunggur- MC_siteSet_1,"12,85","11,2",Gomphotheriidae,
Platybelodon grangeri,Eastern Asia,Tunggur- MOII_siteSet_1,"12,85","11,2",Gomphotheriidae,
Platybelodon grangeri,Eastern Asia,Tunggur- PQ_siteSet_1,"12,85","11,2",Gomphotheriidae,
Platybelodon grangeri,Eastern Asia,Tunggur- TMS_siteSet_1,"12,85","11,2",Gomphotheriidae,
Miomastodon gobiensis,Eastern Asia,Tunggur- ZH_siteSet_1,"12,85","11,2",Mammutidae,
Platybelodon grangeri,Eastern Asia,Tunggur-AC_siteSet_1,"12,85","11,2",Gomphotheriidae,
Miomastodon gobiensis,Eastern Asia,Tunggur-Moergen_siteSet_1,"12,85","11,2",Mammutidae,
Platybelodon grangeri,Eastern Asia,Tunggur-Moergen_siteSet_1,"12,85","11,2",Gomphotheriidae,
Platybelodon grangeri,Eastern Asia,Tunggur-WC_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Türkenschanze (WIEN)_siteSet_1,"12,85","11,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Benningen_siteSet_1,"12,85","11,2",Deinotheriidae,
Prodeinotherium pentapotamiae,Southern Asia,Dang Valley_siteSet_1,"12,85","11,2",Deinotheriidae,
Prodeinotherium bavaricum,Eastern Europe,Edeleny_siteSet_1,"12,85","9,5",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Helsighausen_siteSet_1,"12,85","11,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Saint-Gaudens (Les Pujaments)_siteSet_1,"12,85","11,2",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Saint-Gaudens (Valentine)_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Villefranche d'Astarac_siteSet_1,"12,85","11,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Wissberg_siteSet_1,"12,85","8,2",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Wissberg_siteSet_1,"12,85","8,2",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Cerro del Otero_siteSet_1,"12,85","11,2",Deinotheriidae,
Gomphotherium tassyi,Eastern Asia,Zhujiachuan - Hujialiang Formation_siteSet_1,"12,85","11,1",Gomphotheriidae,
Eubelodon morrilli,Northern America,Central Great Plains CP114D_siteSet_1,"12,5","12,1",Gomphotheriidae,
Megabelodon lulli,Northern America,Central Great Plains CP114D_siteSet_1,"12,5","12,1",Gomphotheriidae,
Miomastodon gobiensis,Eastern Asia,Fangxian_siteSet_1,"12,5","11,2",Mammutidae,
Tetralophodon xiaolongtanensis,Eastern Asia,Kaiyuan-Xiaolongtan_siteSet_1,"12,5","11,2",Gomphotheriidae,
Zygolophodon chinjiensis,Eastern Asia,Kaiyuan-Xiaolongtan_siteSet_1,"12,5","11,2",Mammutidae,
Platybelodon grangeri,Eastern Asia,Lantian-gaopo-64004_siteSet_1,"12,5","11,2",Gomphotheriidae,
Gomphotherium subtapiroideum,Eastern Asia,Lantian-gaopo-64008_siteSet_1,"12,5","11,2",Gomphotheriidae,
Platybelodon grangeri,Eastern Asia,Lantian-gaopo-64008_siteSet_1,"12,5","11,2",Gomphotheriidae,
Gomphotherium wimani,Eastern Asia,Lanzhou-Quantougou_siteSet_1,"12,5","11,2",Gomphotheriidae,
Gomphotherium wimani,Eastern Asia,Minhe-lierbao_siteSet_1,"12,5","11,2",Gomphotheriidae,
Gomphotherium wimani,Eastern Asia,Minhe-nanhawangou_siteSet_1,"12,5","11,2",Gomphotheriidae,
Gomphotherium productum,Northern America,Avawatz Mountains_siteSet_1,"12,4","10,3",Gomphotheriidae,
Gomphotherium productum,Northern America,Bromley Ranch_siteSet_1,"12,4","10,3",Gomphotheriidae,
Gomphotherium productum,Northern America,Burge Quarry_siteSet_1,"12,4","10,3",Gomphotheriidae,
Serbelodon burnhami,Northern America,Dove Spring (Lower)_siteSet_1,"12,4","10,3",Gomphotheriidae,
Serbelodon burnhami,Northern America,Dove Spring (Middle)_siteSet_1,"12,4","10,3",Gomphotheriidae,
Serbelodon burnhami,Northern America,Iron Canyon (Upper)_siteSet_1,"12,4","10,3",Gomphotheriidae,
Gomphotherium productum,Northern America,Megabelodon Quarry_siteSet_1,"12,4","10,3",Gomphotheriidae,
Torynobelodon barnumbrowni,Northern America,Platybelodon Quarry_siteSet_1,"12,4","10,3",Gomphotheriidae,
Gomphotherium productum,Northern America,Quinn Mastodon Quarry_siteSet_1,"12,4","10,3",Gomphotheriidae,
Serbelodon burnhami,Northern America,Ricardo_siteSet_1,"12,4","10,3",Gomphotheriidae,
Gomphotherium productum,Northern America,Rock Ledge Mastodon Quarry_siteSet_1,"12,4","10,3",Gomphotheriidae,
Gomphotherium productum,Northern America,Roglove_siteSet_1,"12,4","10,3",Gomphotheriidae,
Gomphotherium productum,Northern America,Trilophodon giganteus Site_siteSet_1,"12,4","10,3",Gomphotheriidae,
Serbelodon barbourensis,Northern America,Xmas Quarry_siteSet_1,"12,4","10,3",Gomphotheriidae,
Tetralophodon longirostris,Eastern Europe,Mitridat mt_siteSet_1,"12,2","11,5",Gomphotheriidae,
Eubelodon morrilli,Northern America,Central Great Plains CP116A_siteSet_1,"12,1","10,1",Gomphotheriidae,
Pediolophodon campester,Northern America,Central Great Plains CP116B_siteSet_1,"12,1",9,Gomphotheriidae,
Pediolophodon campester,Northern America,Central Great Plains CP123A_siteSet_1,"12,1","10,1",Gomphotheriidae,
Gnathabelodon buckneri,Northern America,Gulf Coast GC6A_siteSet_1,"12,1","10,1",Gomphotheriidae,
Megabelodon minor,Northern America,Gulf Coast GC6B_siteSet_1,"12,1","10,1",Gomphotheriidae,
Pediolophodon campester,Northern America,Southern Great Plains SP2A_siteSet_1,"12,1","10,1",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Barranc de Can Vila 1_siteSet_1,"11,852","11,434",Deinotheriidae,
Choerolophodon ngorora,Eastern Africa,Ngorora 12_siteSet_1,"11,63","7,25",Gomphotheriidae,
Choerolophodon ngorora,Eastern Africa,Ngorora 9_siteSet_1,"11,63","7,25",Gomphotheriidae,
Prodeinotherium hobleyi,Northern Africa,Sbeitla_siteSet_1,"11,63","7,25",Deinotheriidae,
Choerolophodon corrugatus,Southern Asia,Zinda pir 4_siteSet_1,"11,62",7,Gomphotheriidae,
Deinotherium giganteum,Western Europe,Angern_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Bergau (Hollabrunn)_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Ebendorf bei Mistelbach_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Eibestal bei Mistelbach_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Enzersdorf bei Mödling_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Hohenwart bei Muhlbach_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Josefsberg bei Hollabrunn_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Mannersdorf bei Angern_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Paasdorf bei Mistelbach_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Prottes_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Schwechat_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Weikendorf bei Gänserndorf_siteSet_1,"11,5","7,1",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Thallern_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Wienerbecken_siteSet_1,"11,5","7,1",Deinotheriidae,
Prodeinotherium bavaricum,Western Europe,Wilfersdorf_siteSet_1,"11,5","7,1",Deinotheriidae,
Deinotherium giganteum,Western Europe,Wolfau_siteSet_1,"11,5","7,1",Deinotheriidae,
Konobelodon robustus,Eastern Asia,Guonigou (LX200042) - Liushu Fm_siteSet_1,"11,5","9,7",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Akcaköy (1-6)_siteSet_1,"11,2","7,1",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Akin_siteSet_1,"11,2","8,2",Gomphotheriidae,
Gomphotherium angustidens,Western Asia,Arapli (Igdebaglar)_siteSet_1,"11,2","9,5",Gomphotheriidae,
Platybelodon danovi,Western Asia,Arapli (Igdebaglar)_siteSet_1,"11,2","9,5",Gomphotheriidae,
Tetralophodon longirostris,Eastern Europe,Atavaska_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Atzelsdorf_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Atzelsdorf_siteSet_1,"11,2","9,5",Gomphotheriidae,
Gomphotherium angustidens,Western Europe,Bermersheim_siteSet_1,"11,2","9,5",Gomphotheriidae,
Tetralophodon longirostris,Western Europe,Bermersheim_siteSet_1,"11,2","9,5",Gomphotheriidae,
Tetralophodon longirostris,Western Europe,Bermersheim_siteSet_1,"11,2","9,5",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Bermersheim_siteSet_1,"11,2","9,5",Mammutidae,
Deinotherium giganteum,Western Europe,Bonnefont_siteSet_1,"11,2","9,5",Deinotheriidae,
Deinotherium giganteum,Western Europe,Breitenfeld_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Breitenfeld_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Can Ponsic I_siteSet_1,"11,2","9,5",Deinotheriidae,
Deinotherium giganteum,Western Europe,Charmoille_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Charmoille_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Dinotheriensande_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Dinotheriensande_siteSet_1,"11,2","9,5",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Dinotheriensande_siteSet_1,"11,2","9,5",Mammutidae,
Deinotherium giganteum,Western Europe,Dintesheim_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Eastern Europe,Draxeni_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Eppelsheim_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Eppelsheim_siteSet_1,"11,2","9,5",Gomphotheriidae,
Zygolophodon turicensis,Central Asia,Ermak_siteSet_1,"11,2","10,1",Mammutidae,
Deinotherium giganteum,Western Europe,Esselborn_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Esselborn_siteSet_1,"11,2","9,5",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Esselborn_siteSet_1,"11,2","9,5",Mammutidae,
Tetralophodon longirostris,Western Europe,Estevar_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Esvres - Upper Faluns_siteSet_1,"11,2","9,5",Deinotheriidae,
Deinotherium giganteum,Western Europe,Gaiselberg_siteSet_1,"11,2","9,5",Deinotheriidae,
Deinotherium giganteum,Western Europe,Gau-Weinheim_siteSet_1,"11,2","9,5",Deinotheriidae,
Gomphotherium angustidens,Western Europe,Gau-Weinheim_siteSet_1,"11,2","9,5",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Gau-Weinheim_siteSet_1,"11,2","9,5",Mammutidae,
Paratetralophodon exoletus,Eastern Asia,Guonigou_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Hinterauerbach_siteSet_1,"11,2","9,5",Deinotheriidae,
Gomphotherium steinheimense,Western Europe,Hinterauerbach_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Höwenegg_siteSet_1,"11,2","9,5",Deinotheriidae,
Choerolophodon pentelici,Western Asia,Inönü 2_siteSet_1,"11,2",9,Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Isakovo_siteSet_1,"11,2","9,5",Deinotheriidae,
Choerolophodon pentelici,Eastern Europe,Kalfa_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Kalfa_siteSet_1,"11,2","9,5",Deinotheriidae,
Deinotherium giganteum,Western Europe,Kettenheim_siteSet_1,"11,2","9,5",Deinotheriidae,
Zygolophodon turicensis,Central Asia,Kulanutpes_siteSet_1,"11,2","9,5",Mammutidae,
Gomphotherium angustidens,Southern Europe,La Ciesma 3_siteSet_1,"11,2",9,Gomphotheriidae,
Deinotherium giganteum,Western Europe,Laaerberg_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Laaerberg_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Labastide d'Armagnac_siteSet_1,"11,2",9,Deinotheriidae,
Paratetralophodon exoletus,Eastern Asia,Lantian-Shuijiazui_siteSet_1,"11,2",9,Gomphotheriidae,
Paratetralophodon exoletus,Eastern Asia,Lantian-shuijiazui-L1(s5)_siteSet_1,"11,2",9,Gomphotheriidae,
Paratetralophodon exoletus,Eastern Asia,Lantian-shuijiazui-L4(s6)_siteSet_1,"11,2",9,Gomphotheriidae,
Zygolophodon turicensis,Eastern Europe,Lapushna_siteSet_1,"11,2","9,5",Mammutidae,
Tetralophodon longirostris,Western Europe,Meidling_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Mistelbach_siteSet_1,"11,2","9,5",Deinotheriidae,
Zygolophodon turicensis,Western Europe,Montastruc-sur-Baïse_siteSet_1,"11,2","9,5",Mammutidae,
Tetralophodon longirostris,Southern Europe,Monteagudo (Vallesian)_siteSet_1,"11,2",9,Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Nessebar_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Nombrevilla-1_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Oberhollabrunn_siteSet_1,"11,2","9,5",Deinotheriidae,
Choerolophodon pentelici,Southern Europe,Pentalophos 1 (PNT)_siteSet_1,"11,2",9,Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,Polinýa_siteSet_1,"11,2","9,5",Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,Polinýa 2_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Sant Miquel de Taudell_siteSet_1,"11,2",9,Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Sant Miquel de Taudell_siteSet_1,"11,2",9,Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Santiga (Sabadell)_siteSet_1,"11,2","9,5",Deinotheriidae,
Gomphotherium angustidens,Southern Europe,Santiga (Sabadell)_siteSet_1,"11,2","9,5",Gomphotheriidae,
Choerolophodon anatolicus,Western Asia,Sinap 45_siteSet_1,"11,2",9,Gomphotheriidae,
Choerolophodon anatolicus,Western Asia,Sinap 51_siteSet_1,"11,2",9,Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Subsol de Sabadell_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Subsol de Sabadell_siteSet_1,"11,2","9,5",Gomphotheriidae,
Gomphotherium angustidens,Southern Europe,Teuleria del Firal_siteSet_1,"11,2","9,5",Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,Teuleria del Firal_siteSet_1,"11,2","9,5",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Tilkilikderesi_siteSet_1,"11,2","7,1",Gomphotheriidae,
Tetralophodon longirostris,Western Europe,Trie-sur-Baïse_siteSet_1,"11,2","9,5",Gomphotheriidae,
Choerolophodon pentelici,Eastern Europe,Varnitsa_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Vösendorf_siteSet_1,"11,2","9,5",Deinotheriidae,
Gomphotherium subtapiroideum,Western Europe,Wartenberg_siteSet_1,"11,2","9,5",Gomphotheriidae,
Zygolophodon turicensis,Western Europe,Wartenberg_siteSet_1,"11,2","9,5",Mammutidae,
Deinotherium giganteum,Western Europe,Westhofen_siteSet_1,"11,2","9,5",Deinotheriidae,
Tetralophodon longirostris,Western Europe,Westhofen_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Wien 12_siteSet_1,"11,2",9,Deinotheriidae,
Deinotherium giganteum,Western Europe,Wien 3_siteSet_1,"11,2",9,Deinotheriidae,
Tetralophodon longirostris,Western Europe,Wien-Belvedere_siteSet_1,"11,2",9,Gomphotheriidae,
Prodeinotherium bavaricum,Western Europe,Gau-Weinheim_siteSet_1,"11,2","9,5",Deinotheriidae,
Paratetralophodon exoletus,Eastern Asia,Wuzhong-ganhegou_siteSet_1,"11,2","9,5",Gomphotheriidae,
Choerolophodon pentelici,Western Asia,Yeniyaylacik_siteSet_1,"11,2","7,1",Gomphotheriidae,
Prodeinotherium bavaricum,Western Europe,Oberhollabrunn_siteSet_1,"11,2","9,5",Deinotheriidae,
Miomastodon proavus,Eastern Europe,Zheltokamenka_siteSet_1,"11,2","10,65",Mammutidae,
Platybelodon grangeri,Eastern Asia,Zhongning-ganhegou_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Zistersdorf_siteSet_1,"11,2",9,Deinotheriidae,
Konobelodon robustus,Eastern Asia,Zhongmajia (LX200049) - Liushu Fm_siteSet_1,"11,2","9,5",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Nombrevilla-9_siteSet_1,"10,989","10,94",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Nombrevilla-9_siteSet_1,"10,989","10,94",Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Rudabánya_siteSet_1,"10,35","9,5",Deinotheriidae,
Tetralophodon longirostris,Eastern Europe,Rudabánya_siteSet_1,"10,35","9,5",Gomphotheriidae,
Tetralophodon longirostris,Eastern Europe,Rudabánya_siteSet_1,"10,35","9,5",Gomphotheriidae,
Platybelodon danovi,Eastern Asia,Oshin-I-5 upper_siteSet_1,"10,1",9,Gomphotheriidae,
Stegolophodon latidens,South-Eastern Asia,Irrawaddy 1_siteSet_1,10,9,Stegodontidae,
Stegolophodon stegodontoides,South-Eastern Asia,Irrawaddy 1_siteSet_2,10,6,Stegodontidae,
Deinotherium bozasi,Eastern Africa,Nakali_siteSet_1,"9,9","9,7",Deinotheriidae,
Choerolophodon pentelici,Western Asia,Eldari_siteSet_1,"9,88","7,1",Gomphotheriidae,
Deinotherium giganteum,Western Asia,Eldari_siteSet_1,"9,88","7,1",Deinotheriidae,
Choerolophodon anatolicus,Western Asia,Sinap 12_siteSet_1,"9,735","9,428",Gomphotheriidae,
Deinotherium giganteum,Southern Europe,Can Llobateres I_siteSet_1,"9,592","9,491",Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Can Llobateres I_siteSet_1,"9,592","9,491",Gomphotheriidae,
Deinotherium giganteum,Western Asia,Udabno II_siteSet_1,"9,55","8,538",Deinotheriidae,
Deinotherium giganteum,Southern Europe,Can Purull_siteSet_1,"9,5",9,Deinotheriidae,
Tetralophodon longirostris,Southern Europe,Can Purull_siteSet_1,"9,5",9,Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,Cerro de los Batallones 1_siteSet_1,"9,5",9,Gomphotheriidae,
Choerolophodon pentelici,Eastern Europe,Chobruchi (Tchobroutchi)_siteSet_1,"9,5","7,1",Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Chobruchi (Tchobroutchi)_siteSet_1,"9,5","7,1",Deinotheriidae,
Choerolophodon pentelici,Western Asia,Eldari I_siteSet_1,"9,5",9,Gomphotheriidae,
Deinotherium giganteum,Western Asia,Eldari I_siteSet_1,"9,5",9,Deinotheriidae,
Tetralophodon longirostris,Western Asia,Eldari I_siteSet_1,"9,5",9,Gomphotheriidae,
Deinotherium giganteum,Eastern Europe,Grebeniki_siteSet_1,"9,5",9,Deinotheriidae,
Tetralophodon longirostris,Eastern Europe,Grebeniki_siteSet_1,"9,5",9,Gomphotheriidae,
Paratetralophodon exoletus,Eastern Asia,Hezheng-Dashengou_siteSet_1,"9,5",9,Gomphotheriidae,
Choerolophodon ngorora,Eastern Africa,Samburu Hills (Namurungule)_siteSet_1,"9,5",9,Gomphotheriidae,
Deinotherium bozasi,Eastern Africa,Samburu Hills (Namurungule)_siteSet_1,"9,5",9,Deinotheriidae,
Tetralophodon longirostris,Southern Europe,La Roma 2_siteSet_1,"9,5",9,Gomphotheriidae,
Tetralophodon longirostris,Southern Europe,La Salle_siteSet_1,"9,5",9,Gomphotheriidae,
Deinotherium giganteum,Western Europe,Montredon_siteSet_1,"9,5",9,Deinotheriidae,
Choerolophodon pentelici,Eastern Europe,Novaja Emetovka_siteSet_1,"9,5","8,2",Gomphotheriidae,
Tetralophodon longirostris,Eastern Europe,Novaja Emetovka_siteSet_1,"9,5","8,2",Gomphotheriidae,
Deinotherium giganteum,Western Europe,Orignac_siteSet_1,"9,5",9,Deinotheriidae,
